Course ID,Course Name,Department,Credit Hours,Type
LIN 385,Field Methods in Linguistic Investigation,LIN,3,In-Residence
LIN 386M,Mathematical and Computational Linguistics,LIN,3,In-Residence
LIN 387,Linguistics and Language Teaching,LIN,3,In-Residence
LIN 389C,Research in Computational Linguistics,LIN,3,In-Residence
LIN 389D,Research in Documentary and Descriptive Linguistics,LIN,3,In-Residence
LIN 389P,Research in Phonetics and Phonology,LIN,3,In-Residence
LIN 389S,Research in Syntax and Semantics,LIN,3,In-Residence
LIN 389V,Research in Signed Languages,LIN,3,In-Residence
LIN 391,Topics in Descriptive Linguistics,LIN,3,In-Residence
LIN 392,Current Developments in Linguistic Research,LIN,3,In-Residence
LIN 393,Seminar in Linguistic Topics,LIN,3,In-Residence
LIN 393C,Language Acquisition,LIN,3,In-Residence
LIN 393P,Topics in Phonology and Phonetics,LIN,3,In-Residence
LIN 393S,Topics in Syntax and Semantics,LIN,3,In-Residence
LIN 394K,Philosophy of Language,LIN,3,In-Residence
LIN 395,Conference Course in Linguistics,LIN,3,In-Residence
LIN 396,Topics in Sociolinguistics,LIN,3,In-Residence
LIN 397,Forum for Doctoral Candidates,LIN,3,In-Residence
LIN 698,Thesis,LIN,6,In-Residence
LIN 398R,Master's Report,LIN,3,In-Residence
LIN 398T,Supervised Teaching in Linguistics,LIN,3,In-Residence
LIN 399W,Dissertation,LIN,3,In-Residence
LIN 699W,Dissertation,LIN,6,In-Residence
LIN 999W,Dissertation,LIN,9,In-Residence
LTC 384,Technology Applications in Language Teaching,LTC,3,In-Residence
LTC 385,The Foreign Language Learner,LTC,3,In-Residence
LTC 386,Intensive Course Design and Instruction,LTC,3,In-Residence
LTC 388,Topics in Language Teaching and Program Coordination,LTC,3,In-Residence
LTC 389,Language and Culture Instruction: Theory and Practice,LTC,3,In-Residence
LTC 397P,Practicum in Language Teaching and Coordination,LTC,3,In-Residence
M 301 (TCCN: MATH 1314),College Algebra,M 301 (TCCN: MATH,1,In-Residence
M 302 (TCCN: MATH 1332),Introduction to Mathematics,M 302 (TCCN: MATH,1,In-Residence
M 303D (TCCN: MATH 1324),Applicable Mathematics,M 303D (TCCN: MATH,1,In-Residence
M 303F,Mathematics of Investment,M,3,In-Residence
M 403K,Calculus I for Business and Economics,M,4,In-Residence
M 403L,Calculus II for Business and Economics,M,4,In-Residence
M 305E,Analytic Geometry,M,3,In-Residence
M 305G (TCCN: MATH 2312),Preparation for Calculus,M 305G (TCCN: MATH,2,In-Residence
M 408C,Differential and Integral Calculus,M,4,In-Residence
M 408D,"Sequences, Series, and Multivariable Calculus",M,4,In-Residence
M 408K (TCCN: MATH 2413),Differential Calculus,M 408K (TCCN: MATH,2,In-Residence
M 308L,Integral Calculus,M,3,In-Residence
408L (TCCN: MATH 2414),Integral Calculus,M,2,In-Residence
M 308M,Multivariable Calculus,M,3,In-Residence
408M (TCCN: MATH 2415),Multivariable Calculus,M,2,In-Residence
M 408N (TCCN: MATH 2413),Differential Calculus for Science,M 408N (TCCN: MATH,2,In-Residence
M 408Q,Differential and Integral Calculus for Business,M,4,In-Residence
M 408R,Differential and Integral Calculus for the Sciences,M,4,In-Residence
M 408S (TCCN: MATH 2414),Integral Calculus for Science,M 408S (TCCN: MATH,2,In-Residence
M 110C,Conference Course,M,1,In-Residence
M 210C,Conference Course,M,2,In-Residence
M 310C,Conference Course,M,3,In-Residence
M 410C,Conference Course,M,4,In-Residence
M 210E,Emerging Scholars Seminar,M,2,In-Residence
M 310P,Modern Mathematics: Plan II,M,3,In-Residence
M 110T,Topics in Mathematics,M,1,In-Residence
M 210T,Topics in Mathematics,M,2,In-Residence
M 310T,Topics in Mathematics,M,3,In-Residence
M 410T,Topics in Mathematics,M,4,In-Residence
M 315C,"Foundations, Functions, and Regression Models",M,3,In-Residence
M 316K (TCCN: MATH 1350),Foundations of Arithmetic,M 316K (TCCN: MATH,1,In-Residence
M 316L (TCCN: MATH 1351),"Foundations of Geometry, Statistics, and Probability",M 316L (TCCN: MATH,1,In-Residence
M 119S,Topics in Mathematics,M,1,In-Residence
M 219S,Topics in Mathematics,M,2,In-Residence
M 319S,Topics in Mathematics,M,3,In-Residence
M 419S,Topics in Mathematics,M,4,In-Residence
M 519S,Topics in Mathematics,M,5,In-Residence
M 619S,Topics in Mathematics,M,6,In-Residence
M 719S,Topics in Mathematics,M,7,In-Residence
M 819S,Topics in Mathematics,M,8,In-Residence
M 919S,Topics in Mathematics,M,9,In-Residence
M 680,,M,6,In-Residence
M 325K,Discrete Mathematics,M,3,In-Residence
M 326K,Foundations of Number Systems,M,3,In-Residence
M 427J,Differential Equations with Linear Algebra,M,4,In-Residence
M 427K (TCCN: MATH 2420),Advanced Calculus for Applications I,M 427K (TCCN: MATH,2,In-Residence
M 427L,Advanced Calculus for Applications II,M,4,In-Residence
M 328K,Introduction to Number Theory,M,3,In-Residence
M 329F,Theory of Interest,M,3,In-Residence
M 129S,Topics in Mathematics,M,1,In-Residence
M 229S,Topics in Mathematics,M,2,In-Residence
M 329S,Topics in Mathematics,M,3,In-Residence
M 429S,Topics in Mathematics,M,4,In-Residence
M 529S,Topics in Mathematics,M,5,In-Residence
M 629S,Topics in Mathematics,M,6,In-Residence
M 729S,Topics in Mathematics,M,7,In-Residence
M 829S,Topics in Mathematics,M,8,In-Residence
M 929S,Topics in Mathematics,M,9,In-Residence
M 329W,Cooperative Mathematics,M,3,In-Residence
M 333L,Structure of Modern Geometry,M,3,In-Residence
M 339C,Actuarial Case Studies,M,3,In-Residence
M 339D,Introduction to Financial Mathematics for Actuaries,M,3,In-Residence
M 339G,Predictive Analytics,M,3,In-Residence
M 339J,Probability Models with Actuarial Applications,M,3,In-Residence
M 139S,Seminar on Actuarial Practice,M,1,In-Residence
M 339U,Actuarial Contingent Payments I,M,3,In-Residence
M 339V,Actuarial Contingent Payments II,M,3,In-Residence
M 340L,Matrices and Matrix Calculations,M,3,In-Residence
M 341,Linear Algebra and Matrix Theory,M,3,In-Residence
M 343K,Introduction to Algebraic Structures,M,3,In-Residence
M 343L,Applied Number Theory,M,3,In-Residence
M 343M,Error-Correcting Codes,M,3,In-Residence
M 344K,Intermediate Symbolic Logic,M,3,In-Residence
M 346,Applied Linear Algebra,M,3,In-Residence
M 348,Scientific Computation in Numerical Analysis,M,3,In-Residence
M 349P,Actuarial Statistical Estimates,M,3,In-Residence
M 349R,Applied Regression and Time Series,M,3,In-Residence
M 349T,Time Series and Survival-Model Estimation,M,3,In-Residence
M 358K,Applied Statistics,M,3,In-Residence
M 360M,Mathematics as Problem Solving,M,3,In-Residence
M 361,Theory of Functions of a Complex Variable,M,3,In-Residence
M 361K,Introduction to Real Analysis,M,3,In-Residence
M 362K,Probability I,M,3,In-Residence
M 362M,Introduction to Stochastic Processes,M,3,In-Residence
M 364K,Vector and Tensor Analysis I,M,3,In-Residence
M 364L,Vector and Tensor Analysis II,M,3,In-Residence
M 365C,Real Analysis I,M,3,In-Residence
M 365D,Real Analysis II,M,3,In-Residence
M 365G,Curves and Surfaces,M,3,In-Residence
M 367K,Topology I,M,3,In-Residence
M 367L,Topology II,M,3,In-Residence
M 368K,Numerical Methods for Applications,M,3,In-Residence
M 371E,Learning Assistant Experience in Mathematics,M,3,In-Residence
M 372,Fourier Series and Boundary Value Problems,M,3,In-Residence
M 372K,Partial Differential Equations and Applications,M,3,In-Residence
M 373K,Algebraic Structures I,M,3,In-Residence
M 373L,Algebraic Structures II,M,3,In-Residence
M 374,Fourier and Laplace Transforms,M,3,In-Residence
M 374G,Linear Regression Analysis,M,3,In-Residence
M 374K,Fourier and Laplace Transforms,M,3,In-Residence
M 374M,Mathematical Modeling in Science and Engineering,M,3,In-Residence
M 175,Conference Course,M,1,In-Residence
M 275,Conference Course,M,2,In-Residence
M 375,Conference Course,M,3,In-Residence
M 475,Conference Course,M,4,In-Residence
M 375C,Conference Course (Computer-Assisted),M,3,In-Residence
M 375D,Discovery: An Introduction to Advanced Study in Mathematics,M,3,In-Residence
M 175S,Seminar in Instruction of Mathematics,M,1,In-Residence
M 175T,Topics in Mathematics,M,1,In-Residence
M 275T,Topics in Mathematics,M,2,In-Residence
M 375T,Topics in Mathematics,M,3,In-Residence
M 475T,Topics in Mathematics,M,4,In-Residence
M 376C,Methods of Applied Mathematics,M,3,In-Residence
M 378K,Introduction to Mathematical Statistics,M,3,In-Residence
M 378N,Generalized Linear Models,M,3,In-Residence
M 378P,Decision Analytics,M,3,In-Residence
M 379H,Honors Tutorial Course,M,3,In-Residence
M 680,,M,6,In-Residence
M 680,,M,6,In-Residence
M 380C,Algebra,M,3,In-Residence
M 380D,Algebra,M,3,In-Residence
M 381C,Real Analysis,M,3,In-Residence
M 381D,Complex Analysis,M,3,In-Residence
M 381E,Functional Analysis,M,3,In-Residence
M 382C,Algebraic Topology,M,3,In-Residence
M 382D,Differential Topology,M,3,In-Residence
M 382E,Advanced Algebraic Topology,M,3,In-Residence
M 382F,Algebraic Topology,M,3,In-Residence
M 382G,Differential Geometry,M,3,In-Residence
M 383C,Methods of Applied Mathematics,M,3,In-Residence
M 383D,Methods of Applied Mathematics,M,3,In-Residence
M 383E,Numerical Analysis: Linear Algebra,M,3,In-Residence
M 383F,"Numerical Analysis: Interpolation, Approximation, Quadrature, and Differential Equations",M,3,In-Residence
M 384C,Mathematical Statistics I,M,3,In-Residence
M 384D,Mathematical Statistics II,M,3,In-Residence
M 384E,Design and Analysis of Experiments,M,3,In-Residence
M 384F,Design of Experiments,M,3,In-Residence
M 384G,Regression Analysis,M,3,In-Residence
M 384H,Multivariate Statistical Analysis,M,3,In-Residence
M 385C,Theory of Probability,M,3,In-Residence
M 385D,Theory of Probability,M,3,In-Residence
M 387C,Numerical Analysis: Algebra and Approximation,M,3,In-Residence
M 387D,Numerical Analysis: Differential Equations,M,3,In-Residence
M 389C,Actuarial Case Studies,M,3,In-Residence
M 389D,Introduction to Financial Mathematics for Actuaries,M,3,In-Residence
M 389F,Theory of Interest,M,3,In-Residence
M 389G,Predictive Analytics,M,3,In-Residence
M 389J,Probability Models with Actuarial Applications,M,3,In-Residence
M 389P,Actuarial Statistical Estimates,M,3,In-Residence
M 189S,Seminar on Actuarial Practice,M,1,In-Residence
M 389T,Time Series and Survival-Model Estimation,M,3,In-Residence
M 389U,Actuarial Contingent Payments I,M,3,In-Residence
M 389V,Actuarial Contingent Payments II,M,3,In-Residence
M 389W,Financial Mathematics for Actuarial Applications,M,3,In-Residence
M 390C,Topics in Algebra,M,3,In-Residence
M 391C,Topics in Analysis,M,3,In-Residence
M 392C,Topics in Topology,M,3,In-Residence
M 393C,Topics in Applied Mathematics,M,3,In-Residence
M 393N,Numerical Solution of Elliptic Partial Differential Equations,M,3,In-Residence
M 394C,Topics in Probability and Statistics,M,3,In-Residence
M 395C,Topics in Logic and Foundations,M,3,In-Residence
M 396C,Topics in Mathematics,M,3,In-Residence
M 696C,Topics in Mathematics,M,6,In-Residence
M 996C,Topics in Mathematics,M,9,In-Residence
M 396D,Conference Course,M,3,In-Residence
M 696D,Conference Course,M,6,In-Residence
M 996D,Conference Course,M,9,In-Residence
M 397C,Topics in Numerical Analysis,M,3,In-Residence
M 197S,Seminar in Mathematics,M,1,In-Residence
M 397S,Seminar in Mathematics,M,3,In-Residence
M 698,Thesis,M,6,In-Residence
M 398R,Master's Report,M,3,In-Residence
M 398T,Supervised Teaching in Mathematics,M,3,In-Residence
M 399W,Dissertation,M,3,In-Residence
M 699W,Dissertation,M,6,In-Residence
M 999W,Dissertation,M,9,In-Residence
M 680,,M,6,In-Residence
M E 302,Introduction to Engineering Design and Graphics,M E,3,In-Residence
M E 103,Studies in Engineering Design Graphics,M E,1,In-Residence
M E 205,Introduction to Computers and Programming,M E,2,In-Residence
M E 210 (TCCN: ENGR 1204),Engineering Design Graphics,M E 210 (TCCN: ENGR,1,In-Residence
M E 210H,Engineering Design Graphics: Honors,M E,2,In-Residence
M E 310T,Applied Thermodynamics,M E,3,In-Residence
M E 311,Materials Engineering,M E,3,In-Residence
M E 111L,Materials Engineering Laboratory,M E,1,In-Residence
M E 314D,Dynamics,M E,3,In-Residence
M E 316T,Thermodynamics,M E,3,In-Residence
M E 218,Engineering Computational Methods,M E,2,In-Residence
M E 318M,Programming and Engineering Computational Methods,M E,3,In-Residence
M E 119S,Topics in Mechanical Engineering,M E,1,In-Residence
M E 219S,Topics in Mechanical Engineering,M E,2,In-Residence
M E 319S,Topics in Mechanical Engineering,M E,3,In-Residence
M E 419S,Topics in Mechanical Engineering,M E,4,In-Residence
M E 519S,Topics in Mechanical Engineering,M E,5,In-Residence
M E 619S,Topics in Mechanical Engineering,M E,6,In-Residence
M E 719S,Topics in Mechanical Engineering,M E,7,In-Residence
M E 819S,Topics in Mechanical Engineering,M E,8,In-Residence
M E 919S,Topics in Mechanical Engineering,M E,9,In-Residence
M E 320,Applied Thermodynamics,M E,3,In-Residence
M E 120C,Humanitarian Engineering Seminar,M E,1,In-Residence
M E 324,Dynamics,M E,3,In-Residence
M E 326,Thermodynamics,M E,3,In-Residence
M E 326H,Thermodynamics: Honors,M E,3,In-Residence
M E 129S,Topics in Mechanical Engineering,M E,1,In-Residence
M E 229S,Topics in Mechanical Engineering,M E,2,In-Residence
M E 329S,Topics in Mechanical Engineering,M E,3,In-Residence
M E 429S,Topics in Mechanical Engineering,M E,4,In-Residence
M E 529S,Topics in Mechanical Engineering,M E,5,In-Residence
M E 629S,Topics in Mechanical Engineering,M E,6,In-Residence
M E 729S,Topics in Mechanical Engineering,M E,7,In-Residence
M E 829S,Topics in Mechanical Engineering,M E,8,In-Residence
M E 929S,Topics in Mechanical Engineering,M E,9,In-Residence
M E 330,Fluid Mechanics,M E,3,In-Residence
M E 130L,Experimental Fluid Mechanics,M E,1,In-Residence
M E 333H,Engineering Communication: Honors,M E,3,In-Residence
M E 333T,Engineering Communication,M E,3,In-Residence
M E 334,Materials Engineering,M E,3,In-Residence
M E 134L,Materials Engineering Laboratory,M E,1,In-Residence
M E 335,Engineering Statistics,M E,3,In-Residence
M E 336,Materials Processing,M E,3,In-Residence
M E 136L,Materials Processing Laboratory,M E,1,In-Residence
M E 136N,Concepts in Nuclear and Radiation Engineering,M E,1,In-Residence
M E 236N,Concepts in Nuclear and Radiation Engineering,M E,2,In-Residence
M E 336P,Concepts in Nuclear and Radiation Engineering,M E,3,In-Residence
M E 337C,Introduction to Nuclear Power Systems,M E,3,In-Residence
M E 337F,Nuclear Environmental Protection,M E,3,In-Residence
M E 337G,Nuclear Safety and Security,M E,3,In-Residence
M E 338,Machine Elements,M E,3,In-Residence
M E 339,Heat Transfer,M E,3,In-Residence
M E 139L,Experimental Heat Transfer,M E,1,In-Residence
M E 340,Mechatronics,M E,3,In-Residence
M E 140L,Mechatronics Laboratory,M E,1,In-Residence
M E 343,Thermal-Fluid Systems,M E,3,In-Residence
M E 344,Dynamic Systems and Controls,M E,3,In-Residence
M E 144L,Dynamic Systems and Controls Laboratory,M E,1,In-Residence
M E 244L,Dynamic Systems and Controls Laboratory,M E,2,In-Residence
M E 347,Processing of Materials,M E,3,In-Residence
M E 348E,Advanced Mechatronics I,M E,3,In-Residence
M E 348F,Advanced Mechatronics II,M E,3,In-Residence
M E 349,Corrosion Engineering,M E,3,In-Residence
M E 350,Machine Tool Operations for Engineers,M E,3,In-Residence
M E 350D,Design and Control of Robots for Rehabilitation,M E,3,In-Residence
M E 350R,Robot Mechanism Design,M E,3,In-Residence
M E 352K,Engineering Computer Graphics,M E,3,In-Residence
M E 353,Engineering Finance,M E,3,In-Residence
M E 354,Introduction to Biomechanical Engineering,M E,3,In-Residence
M E 354M,Biomechanics of Human Movement,M E,3,In-Residence
M E 355K,Engineering Vibrations,M E,3,In-Residence
M E 259,Materials Selection,M E,2,In-Residence
M E 359,Materials Selection,M E,3,In-Residence
M E 360,Vehicle System Dynamics and Controls,M E,3,In-Residence
M E 360C,Cyber Vehicle Systems,M E,3,In-Residence
M E 360D,Propulsion Systems and Controls,M E,3,In-Residence
M E 360E,Advanced Vehicle Powertrain Systems and Control,M E,3,In-Residence
M E 260K,Metallurgy of Engineering Alloys,M E,2,In-Residence
M E 360K,Metallurgy of Engineering Alloys,M E,3,In-Residence
M E 360L,Turbomachinery and Compressible Flow,M E,3,In-Residence
M E 360N,Intermediate Heat Transfer,M E,3,In-Residence
M E 361E,Nuclear Reactor Operations and Engineering,M E,3,In-Residence
M E 361F,Radiation and Radiation Protection Laboratory,M E,3,In-Residence
M E 261M,Materials Thermodynamics,M E,2,In-Residence
M E 361M,Materials Thermodynamics,M E,3,In-Residence
M E 362K,Readings in Engineering,M E,3,In-Residence
M E 362S,Development of a Solar-Powered Vehicle,M E,3,In-Residence
M E 363L,Energy Systems Laboratory,M E,3,In-Residence
M E 363M,Energy Technology and Policy,M E,3,In-Residence
M E 364D,Intermediate Dynamics,M E,3,In-Residence
M E 364L,Automatic Control System Design,M E,3,In-Residence
M E 365D,Data Science for Engineers,M E,3,In-Residence
M E 365E,Engineering Entrepreneurship,M E,3,In-Residence
M E 365K,Finite Element Method,M E,3,In-Residence
M E 365L,Industrial Design for Production,M E,3,In-Residence
M E 366J,Mechanical Engineering Design Methodology,M E,3,In-Residence
M E 266K,Mechanical Engineering Design Project,M E,2,In-Residence
M E 366L,Operations Research Models,M E,3,In-Residence
M E 266P,Design Project Laboratory,M E,2,In-Residence
M E 366Q,Deterministic Methods for Operations Research,M E,3,In-Residence
M E 366R,Stochastic Methods for Operations Research,M E,3,In-Residence
M E 366T,Biomems and Bionems,M E,3,In-Residence
M E 367S,Simulation Modeling,M E,3,In-Residence
M E 368C,Additive Manufacturing,M E,3,In-Residence
M E 368J,Computer-Aided Design,M E,3,In-Residence
M E 369L,Introduction to Computational Fluid Dynamics,M E,3,In-Residence
M E 369M,Computational Methods in Thermal/Fluid Systems,M E,3,In-Residence
M E 369P,Application Programming for Engineers,M E,3,In-Residence
M E 371D,Medical Device Design and Manufacturing,M E,3,In-Residence
M E 371K,Legal Aspects of Engineering Practice,M E,3,In-Residence
M E 372C,Theory and Design for Mechanical Sensing and Measurements,M E,3,In-Residence
M E 372J,Robotics and Automation,M E,3,In-Residence
M E 372M,Mechanism Design,M E,3,In-Residence
M E 372N,Design of Smart Mechanisms,M E,3,In-Residence
M E 374C,Combustion Engine Processes,M E,3,In-Residence
M E 374D,Automotive Engineering Laboratory,M E,3,In-Residence
M E 374E,Race Car Engineering and Project Management,M E,3,In-Residence
M E 374F,Fire Science,M E,3,In-Residence
M E 374L,Design of Thermal Systems,M E,3,In-Residence
M E 374R,Design of Air Conditioning Systems,M E,3,In-Residence
M E 374S,Solar Energy Systems Design,M E,3,In-Residence
M E 374T,Renewable Energy Technology,M E,3,In-Residence
M E 376N,High Throughput Nanopatterning,M E,3,In-Residence
M E 177K,Projects in Mechanical Engineering,M E,1,In-Residence
M E 277K,Projects in Mechanical Engineering,M E,2,In-Residence
M E 377K,Projects in Mechanical Engineering,M E,3,In-Residence
M E 378C,Electroceramics,M E,3,In-Residence
M E 378D,Failure Analysis,M E,3,In-Residence
M E 378E,Nanotechnology for Sustainable Energy,M E,3,In-Residence
M E 378F,Enhancing Sustainability Through Tribology,M E,3,In-Residence
M E 378K,Mechanical Behavior of Materials,M E,3,In-Residence
M E 378P,Properties and Applications of Polymers,M E,3,In-Residence
M E 378Q,Polymer Nanocomposites,M E,3,In-Residence
M E 378S,Structural Ceramics,M E,3,In-Residence
M E 679H,Undergraduate Honors Thesis,M E,6,In-Residence
M E 179M,Topics in Mechanical Engineering,M E,1,In-Residence
M E 279M,Topics in Mechanical Engineering,M E,2,In-Residence
M E 379M,Topics in Mechanical Engineering,M E,3,In-Residence
M E 379N,Engineering Acoustics,M E,3,In-Residence
M E 379Q,Musical Acoustics,M E,3,In-Residence
M E 180E,Special Topics in Mechanical Engineering,M E,1,In-Residence
M E 280E,Special Topics in Mechanical Engineering,M E,2,In-Residence
M E 380E,Special Topics in Mechanical Engineering,M E,3,In-Residence
M E 180M,Research,M E,1,In-Residence
M E 280M,Research,M E,2,In-Residence
M E 380M,Research,M E,3,In-Residence
M E 680M,Research,M E,6,In-Residence
M E 980M,Research,M E,9,In-Residence
M E 380Q,Mathematical Methods in Engineering,M E,3,In-Residence
M E 380R,Robot Mechanism Design,M E,3,In-Residence
M E 381M,Statistical Methods for Process Control & Manufacturing,M E,3,In-Residence
M E 381P,Dynamics of Fluids,M E,3,In-Residence
M E 381Q,Thermodynamics,M E,3,In-Residence
M E 381R,Heat Transfer and Rate Processes,M E,3,In-Residence
M E 382N,Computational Fluid Dynamics,M E,3,In-Residence
M E 382P,Topics in Experimental Thermal/Fluid Systems,M E,3,In-Residence
M E 382Q,Design of Thermal and Fluid Systems,M E,3,In-Residence
M E 382R,Topics in Combustion,M E,3,In-Residence
M E 382T,Fire Science,M E,3,In-Residence
M E 383D,Theory and Design for Mechanical Sensing and Measurements,M E,3,In-Residence
M E 383M,Heat Transfer in Industrial Systems,M E,3,In-Residence
M E 383Q,Analysis of Mechanical Systems,M E,3,In-Residence
M E 383S,"Lubrication, Wear, and Bearing Technology",M E,3,In-Residence
M E 384D,Intermediate Dynamics,M E,3,In-Residence
M E 384E,Electromechanics,M E,3,In-Residence
M E 384M,Fluid Mechanics in Industrial Processes,M E,3,In-Residence
M E 384N,Acoustics,M E,3,In-Residence
M E 384Q,Design of Control Systems,M E,3,In-Residence
M E 384R,Robotics,M E,3,In-Residence
M E 385J,Topics in Biomedical Engineering,M E,3,In-Residence
M E 385M,Applied Thermodynamics,M E,3,In-Residence
M E 386M,"Modeling, Simulation, and Control of Physical Systems",M E,3,In-Residence
M E 386P,Materials Science: Fundamentals,M E,3,In-Residence
M E 386Q,Materials Science: Structure and Properties,M E,3,In-Residence
M E 386R,Materials Science: Physical and Electronic Properties,M E,3,In-Residence
M E 386S,Materials Science: Microelectronics and Thin Films,M E,3,In-Residence
M E 386T,Materials Science: The Design of Technical Materials,M E,3,In-Residence
M E 387M,Applied Dynamics and Feedback Control,M E,3,In-Residence
M E 387Q,Materials Science: Thermodynamics and Kinetics,M E,3,In-Residence
M E 387R,Materials Science: Experimental Techniques,M E,3,In-Residence
M E 387S,Materials Processing,M E,3,In-Residence
M E 388C,Nuclear Power Engineering,M E,3,In-Residence
M E 388D,Nuclear Reactor Theory I,M E,3,In-Residence
M E 388E,Nuclear Reactor Theory II,M E,3,In-Residence
M E 388F,Computational Methods in Radiation Transport,M E,3,In-Residence
M E 388G,Nuclear Radiation Shielding,M E,3,In-Residence
M E 388H,Nuclear Safety and Security,M E,3,In-Residence
M E 388J,Neutron Interactions and Their Applications in Nuclear Science and Engineering,M E,3,In-Residence
M E 388M,Mathematical Methods for Nuclear and Radiation Engineering,M E,3,In-Residence
M E 388N,Design of Nuclear Systems,M E,3,In-Residence
M E 388P,Applied Nuclear Physics,M E,3,In-Residence
M E 388S,Modern Trends in Nuclear and Radiation Engineering,M E,3,In-Residence
M E 389C,Nuclear Environmental Protection,M E,3,In-Residence
M E 389F,The Nuclear Fuel Cycle,M E,3,In-Residence
M E 389M,Materials Processing,M E,3,In-Residence
M E 389Q,Nuclear and Radiation Engineering: Design of Systems,M E,3,In-Residence
M E 390,Vehicle System Dynamics and Controls,M E,3,In-Residence
M E 390C,Cyber Vehicle Systems,M E,3,In-Residence
M E 390E,Nuclear Security System Design,M E,3,In-Residence
M E 390F,Nuclear Analysis Techniques,M E,3,In-Residence
M E 390G,Nuclear Engineering Laboratory,M E,3,In-Residence
M E 390M,The Enterprise of Technology,M E,3,In-Residence
M E 390N,Health Physics Laboratory,M E,3,In-Residence
M E 390T,Nuclear and Radiochemistry,M E,3,In-Residence
M E 390V,Advanced Nuclear Engineering,M E,3,In-Residence
M E 390W,Proposal Writing,M E,3,In-Residence
M E 391M,Introduction to Manufacturing Systems,M E,3,In-Residence
M E 391R,Artificial Intelligence Programming for Engineers,M E,3,In-Residence
M E 392C,Design Optimization and Automation,M E,3,In-Residence
M E 392G,Computer Graphics and Computer-Aided Design,M E,3,In-Residence
M E 392M,Advanced Mechanical Design,M E,3,In-Residence
M E 392Q,Manufacturing,M E,3,In-Residence
M E 393M,Engineering Design & Innovation,M E,3,In-Residence
M E 394M,Topics in Mechanical Engineering,M E,3,In-Residence
M E 395,The Enterprise of Technology,M E,3,In-Residence
M E 395M,Engineering Design and Innovation with Product Design,M E,3,In-Residence
M E 396D,Decision and Control of Human-Centered Robots,M E,3,In-Residence
M E 396M,Materials Science and Engineering,M E,3,In-Residence
M E 396P,Application Programming for Engineers,M E,3,In-Residence
M E 397,Current Studies in Engineering,M E,3,In-Residence
M E 197K,Graduate Seminar,M E,1,In-Residence
M E 297K,Graduate Seminar,M E,2,In-Residence
M E 397K,Graduate Seminar,M E,3,In-Residence
M E 397M,Graduate Research Internship,M E,3,In-Residence
M E 197P,Projects in Mechanical Engineering,M E,1,In-Residence
M E 297P,Projects in Mechanical Engineering,M E,2,In-Residence
M E 397P,Projects in Mechanical Engineering,M E,3,In-Residence
M E 698,Thesis,M E,6,In-Residence
M E 398M,Introduction to Automatic Control,M E,3,In-Residence
M E 198P,Engineering Teaching Practicum,M E,1,In-Residence
M E 398P,Engineering Teaching Practicum,M E,3,In-Residence
M E 698P,Engineering Teaching Practicum,M E,6,In-Residence
M E 198Q,Teaching Portfolio Preparation,M E,1,In-Residence
M E 398Q,Teaching Portfolio Preparation,M E,3,In-Residence
M E 398R,Master's Report,M E,3,In-Residence
M E 398S,Assessment and Curriculum Design in Engineering,M E,3,In-Residence
M E 398T,Supervised Teaching in Mechanical Engineering,M E,3,In-Residence
M E 399W,Dissertation,M E,3,In-Residence
M E 699W,Dissertation,M E,6,In-Residence
M E 999W,Dissertation,M E,9,In-Residence
M S 000,Leadership Laboratory,M S,0,In-Residence
M S 304,American Military History: 1775 to Present,M S,3,In-Residence
M S 209,Basic Military Science I-A,M S,2,In-Residence
M S 209K,Basic Military Science I-B,M S,2,In-Residence
M S 219,Basic Military Science II-A,M S,2,In-Residence
M S 219K,Basic Military Science II-B,M S,2,In-Residence
M S 329,Advanced Military Science III-A,M S,3,In-Residence
M S 329K,Advanced Military Science III-B,M S,3,In-Residence
M S 339,Advanced Military Science IV-A,M S,3,In-Residence
M S 339K,Advanced Military Science IV-B,M S,3,In-Residence
M S 379,Advanced Military Science V-A,M S,3,In-Residence
M S 379K,Advanced Military Science V-B,M S,3,In-Residence
MAL 506,First-Year Malayalam I,MAL,5,In-Residence
MAL 507,First-Year Malayalam II,MAL,5,In-Residence
MAL 312K,Second-Year Malayalam I,MAL,3,In-Residence
MAL 312L,Second-Year Malayalam II,MAL,3,In-Residence
MAL 119S,Topics in Malayalam,MAL,1,In-Residence
MAL 219S,Topics in Malayalam,MAL,2,In-Residence
MAL 319S,Topics in Malayalam,MAL,3,In-Residence
MAL 419S,Topics in Malayalam,MAL,4,In-Residence
MAL 519S,Topics in Malayalam,MAL,5,In-Residence
MAL 619S,Topics in Malayalam,MAL,6,In-Residence
MAL 719S,Topics in Malayalam,MAL,7,In-Residence
MAL 819S,Topics in Malayalam,MAL,8,In-Residence
MAL 919S,Topics in Malayalam,MAL,9,In-Residence
MAL 129S,Topics in Malayalam,MAL,1,In-Residence
MAL 229S,Topics in Malayalam,MAL,2,In-Residence
MAL 329S,Topics in Malayalam,MAL,3,In-Residence
MAL 429S,Topics in Malayalam,MAL,4,In-Residence
MAL 529S,Topics in Malayalam,MAL,5,In-Residence
MAL 629S,Topics in Malayalam,MAL,6,In-Residence
MAL 729S,Topics in Malayalam,MAL,7,In-Residence
MAL 829S,Topics in Malayalam,MAL,8,In-Residence
MAL 929S,Topics in Malayalam,MAL,9,In-Residence
MAL 330,Topics in Malayalam Language and Literature,MAL,3,In-Residence
